ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,46539.3134,7151,332802630,332802630
ROI_0_IntensityCD31,22782.6491,7151,162918724,162918724
ROI_0_IntensityAbeta,5550.7501,7151,39693414,39693414
ROI_0_aSMA_IntensityaSMA,48603.2691,6834,332154741,332154741
ROI_0_aSMA_IntensityCD31,23228.9491,6834,158746638,158746638
ROI_0_aSMA_IntensityAbeta,5781.1023,6834,39508053,39508053
ROI_0_CD31_IntensityaSMA,48189.4186,5865,282630940,282630940
ROI_0_CD31_IntensityCD31,27499.3228,5865,161283528,161283528
ROI_0_CD31_IntensityAbeta,5556.9623,5865,32591584,32591584
ROI_0_Abeta_IntensityaSMA,50716.2462,2461,124812682,124812682
ROI_0_Abeta_IntensityCD31,23152.3657,2461,56977972,56977972
ROI_0_Abeta_IntensityAbeta,15745.857,2461,38750554,38750554
