ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,12962.7981,5300,68702830,68702830
ROI_0_IntensityCD31,7463.5681,5300,39556911,39556911
ROI_0_IntensityAbeta,392.5766,5300,2080656,2080656
ROI_1_IntensityaSMA,22375.7596,10076,225458154,225458154
ROI_1_IntensityCD31,8482.8044,10076,85472737,85472737
ROI_1_IntensityAbeta,8721.5944,10076,87878785,87878785
ROI_0_aSMA_IntensityaSMA,19964.4671,3145,62788249,62788249
ROI_0_aSMA_IntensityCD31,6763.0134,3145,21269677,21269677
ROI_0_aSMA_IntensityAbeta,357.7727,3145,1125195,1125195
ROI_0_CD31_IntensityaSMA,11524.1408,4155,47882805,47882805
ROI_0_CD31_IntensityCD31,9083.2445,4155,37740881,37740881
ROI_0_CD31_IntensityAbeta,391.3694,4155,1626140,1626140
ROI_0_Abeta_IntensityaSMA,10458.6889,45,470641,470641
ROI_0_Abeta_IntensityCD31,8850.2444,45,398261,398261
ROI_0_Abeta_IntensityAbeta,3636.8,45,163656,163656
ROI_1_aSMA_IntensityaSMA,28209.0018,7636,215403938,215403938
ROI_1_aSMA_IntensityCD31,8361.1468,7636,63845717,63845717
ROI_1_aSMA_IntensityAbeta,8286.0732,7636,63272455,63272455
ROI_1_CD31_IntensityaSMA,21554.0613,6856,147774644,147774644
ROI_1_CD31_IntensityCD31,11861.9344,6856,81325422,81325422
ROI_1_CD31_IntensityAbeta,9346.5993,6856,64080285,64080285
ROI_1_Abeta_IntensityaSMA,22464.1467,4430,99516170,99516170
ROI_1_Abeta_IntensityCD31,8861.9594,4430,39258480,39258480
ROI_1_Abeta_IntensityAbeta,19547.1124,4430,86593708,86593708
