ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,13893.0566,2474,34371422,34371422
ROI_0_IntensityCD31,3806.1386,2474,9416387,9416387
ROI_0_IntensityAbeta,554.3711,2474,1371514,1371514
ROI_1_IntensityaSMA,26805.449,16625,445640590,445640590
ROI_1_IntensityCD31,6423.5162,16625,106790956,106790956
ROI_1_IntensityAbeta,983.6371,16625,16352967,16352967
ROI_2_IntensityaSMA,12214.2225,3510,42871921,42871921
ROI_2_IntensityCD31,4011.484,3510,14080309,14080309
ROI_2_IntensityAbeta,828.2826,3510,2907272,2907272
ROI_0_aSMA_IntensityaSMA,18086.429,1725,31199090,31199090
ROI_0_aSMA_IntensityCD31,3419.4093,1725,5898481,5898481
ROI_0_aSMA_IntensityAbeta,525.2325,1725,906026,906026
ROI_0_CD31_IntensityaSMA,11001.5603,1276,14037991,14037991
ROI_0_CD31_IntensityCD31,5812.1152,1276,7416259,7416259
ROI_0_CD31_IntensityAbeta,678.0729,1276,865221,865221
ROI_0_Abeta_IntensityaSMA,11075.4167,72,797430,797430
ROI_0_Abeta_IntensityCD31,5913.6111,72,425780,425780
ROI_0_Abeta_IntensityAbeta,2676.4583,72,192705,192705
ROI_1_aSMA_IntensityaSMA,29307.9839,14925,437421660,437421660
ROI_1_aSMA_IntensityCD31,6464.2705,14925,96479237,96479237
ROI_1_aSMA_IntensityAbeta,963.5796,14925,14381426,14381426
ROI_1_CD31_IntensityaSMA,27586.7391,10434,287840036,287840036
ROI_1_CD31_IntensityCD31,9405.5336,10434,98137338,98137338
ROI_1_CD31_IntensityAbeta,978.2473,10434,10207032,10207032
ROI_1_Abeta_IntensityaSMA,21772.3424,1694,36882348,36882348
ROI_1_Abeta_IntensityCD31,4570.9664,1694,7743217,7743217
ROI_1_Abeta_IntensityAbeta,4870.7202,1694,8251000,8251000
ROI_2_aSMA_IntensityaSMA,17713.5565,2124,37623594,37623594
ROI_2_aSMA_IntensityCD31,3234.2731,2124,6869596,6869596
ROI_2_aSMA_IntensityAbeta,909.9944,2124,1932828,1932828
ROI_2_CD31_IntensityaSMA,10041.1241,1773,17802913,17802913
ROI_2_CD31_IntensityCD31,6072.9278,1773,10767301,10767301
ROI_2_CD31_IntensityAbeta,714.9007,1773,1267519,1267519
ROI_2_Abeta_IntensityaSMA,15761.4672,229,3609376,3609376
ROI_2_Abeta_IntensityCD31,2959.4498,229,677714,677714
ROI_2_Abeta_IntensityAbeta,4364.9694,229,999578,999578
