ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,7672.2916,1598,12260322,12260322
ROI_0_IntensityCD31,9686.3861,1598,15478845,15478845
ROI_0_IntensityAbeta,362.7278,1598,579639,579639
ROI_1_IntensityaSMA,9192.8419,6628,60930156,60930156
ROI_1_IntensityCD31,9177.5014,6628,60828479,60828479
ROI_1_IntensityAbeta,582.5379,6628,3861061,3861061
ROI_0_aSMA_IntensityaSMA,12512.4792,745,9321797,9321797
ROI_0_aSMA_IntensityCD31,10388.4336,745,7739383,7739383
ROI_0_aSMA_IntensityAbeta,355.1396,745,264579,264579
ROI_0_CD31_IntensityaSMA,7642.9447,1537,11747206,11747206
ROI_0_CD31_IntensityCD31,9985.4658,1537,15347661,15347661
ROI_0_CD31_IntensityAbeta,366.1197,1537,562726,562726
ROI_0_Abeta_IntensityaSMA,6811.8182,11,74930,74930
ROI_0_Abeta_IntensityCD31,10957.4545,11,120532,120532
ROI_0_Abeta_IntensityAbeta,2773.0909,11,30504,30504
ROI_1_aSMA_IntensityaSMA,15715.2433,3128,49157281,49157281
ROI_1_aSMA_IntensityCD31,8203.2219,3128,25659678,25659678
ROI_1_aSMA_IntensityAbeta,555.6739,3128,1738148,1738148
ROI_1_CD31_IntensityaSMA,8687.4877,4689,40735630,40735630
ROI_1_CD31_IntensityCD31,12253.4009,4689,57456197,57456197
ROI_1_CD31_IntensityAbeta,568.3216,4689,2664860,2664860
ROI_1_Abeta_IntensityaSMA,5922.0506,336,1989809,1989809
ROI_1_Abeta_IntensityCD31,11503.7321,336,3865254,3865254
ROI_1_Abeta_IntensityAbeta,4124.4524,336,1385816,1385816
