ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0aSMA,5398.3563,89790.9966,484723790,2.2138E10
ROI_0CD31,3318.8626,89790.9966,298003976,1.3610E10
ROI_0abeta,1319.8356,89790.9966,118509358,5.4125E9
ROI_0_aSMAaSMA,9459.5136,5855.6499,55391599.9,2.5298E9
ROI_0_aSMACD31,4846.245,5855.6499,28377913.9,1296050673
ROI_0_aSMAabeta,7845.2969,5855.6499,45939312,2098099125
ROI_0_CD31aSMA,20488.1616,10559.0833,216336205,9.8803E9
ROI_0_CD31CD31,3429.4245,10559.0833,36211579.2,1653822821
ROI_0_CD31abeta,2630.9977,10559.0833,27780923.7,1268785473
ROI_0_AbetaaSMA,7911.8045,9027.8307,71426431.8,3.2621E9
ROI_0_AbetaCD31,11818.8514,9027.8307,106698589,4.8730E9
ROI_0_Abetaabeta,2202.0994,9027.8307,19880180.4,907949800
