ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,23618.9755,8983,212169257,212169257
ROI_0_IntensityCD31,9481.6238,8983,85173427,85173427
ROI_0_IntensityAbeta,2549.3961,8983,22901225,22901225
ROI_0_aSMA_IntensityaSMA,32712.2051,6349,207689790,207689790
ROI_0_aSMA_IntensityCD31,7871.0372,6349,49973215,49973215
ROI_0_aSMA_IntensityAbeta,3080.8886,6349,19560562,19560562
ROI_0_CD31_IntensityaSMA,18985.9424,6324,120067100,120067100
ROI_0_CD31_IntensityCD31,13126.9534,6324,83014853,83014853
ROI_0_CD31_IntensityAbeta,3349.2211,6324,21180474,21180474
ROI_0_Abeta_IntensityaSMA,24878.7532,2994,74486987,74486987
ROI_0_Abeta_IntensityCD31,13909.8517,2994,41646096,41646096
ROI_0_Abeta_IntensityAbeta,6805.2515,2994,20374923,20374923
