ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0aSMA,4631.9424,43064.9124,199474195,2.9415E10
ROI_0CD31,2096.0933,43064.9124,90268072.8,1.3311E10
ROI_0abeta,1427.6896,43064.9124,61483326.1,9.0664E9
ROI_0_aSMAaSMA,6292.3549,3217.7384,20247152.2,2.9857E9
ROI_0_aSMACD31,2976.0479,3217.7384,9576143.75,1412107945
ROI_0_aSMAabeta,7315.4679,3217.7384,23539262.5,3.4711E9
ROI_0_CD31aSMA,15750.1584,5585.91,87978967.7,1.2973E10
ROI_0_CD31CD31,2847.9376,5585.91,15908323,2.3459E9
ROI_0_CD31abeta,1862.0362,5585.91,10401166.5,1533766644
ROI_0_AbetaaSMA,6277.4961,4693.6335,29464266.2,4.3448E9
ROI_0_AbetaCD31,7275.5484,4693.6335,34148758.2,5.0356E9
ROI_0_Abetaabeta,1124.476,4693.6335,5277878.23,778281318
