ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,14590.4931,22603,329788916,329788916
ROI_0_IntensityCD31,8579.4329,22603,193920922,193920922
ROI_0_IntensityAbeta,3281.0163,22603,74160811,74160811
ROI_0_aSMA_IntensityaSMA,30394.1056,9185,279169860,279169860
ROI_0_aSMA_IntensityCD31,9491.3259,9185,87177828,87177828
ROI_0_aSMA_IntensityAbeta,3006.2626,9185,27612522,27612522
ROI_0_CD31_IntensityaSMA,16078.5207,13798,221851428,221851428
ROI_0_CD31_IntensityCD31,13736.1382,13798,189531235,189531235
ROI_0_CD31_IntensityAbeta,3186.1812,13798,43962928,43962928
ROI_0_Abeta_IntensityaSMA,15035.5066,2118,31845203,31845203
ROI_0_Abeta_IntensityCD31,5768.0411,2118,12216711,12216711
ROI_0_Abeta_IntensityAbeta,33543.7195,2118,71045598,71045598
