ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,16138.0536,9459,152649849,152649849
ROI_0_IntensityCD31,5921.5472,9459,56011915,56011915
ROI_0_IntensityAbeta,974.4422,9459,9217249,9217249
ROI_1_IntensityaSMA,26078.2768,54799,1429063491,1429063491
ROI_1_IntensityCD31,5577.2527,54799,305627873,305627873
ROI_1_IntensityAbeta,1467.0279,54799,80391664,80391664
ROI_0_aSMA_IntensityaSMA,29917.2696,4536,135704735,135704735
ROI_0_aSMA_IntensityCD31,4529.9923,4536,20548045,20548045
ROI_0_aSMA_IntensityAbeta,1234.9603,4536,5601780,5601780
ROI_0_CD31_IntensityaSMA,13171.3175,6445,84889141,84889141
ROI_0_CD31_IntensityCD31,7974.6731,6445,51396768,51396768
ROI_0_CD31_IntensityAbeta,899.9601,6445,5800243,5800243
ROI_0_Abeta_IntensityaSMA,26110.6583,954,24909568,24909568
ROI_0_Abeta_IntensityCD31,4924.0325,954,4697527,4697527
ROI_0_Abeta_IntensityAbeta,5167.3176,954,4929621,4929621
ROI_1_aSMA_IntensityaSMA,30038.107,46485,1396321403,1396321403
ROI_1_aSMA_IntensityCD31,5380.5946,46485,250116939,250116939
ROI_1_aSMA_IntensityAbeta,1320.4131,46485,61379403,61379403
ROI_1_CD31_IntensityaSMA,24417.1119,38671,944234136,944234136
ROI_1_CD31_IntensityCD31,7149.4915,38671,276477987,276477987
ROI_1_CD31_IntensityAbeta,1441.5052,38671,55744447,55744447
ROI_1_Abeta_IntensityaSMA,26414.9571,7974,210632868,210632868
ROI_1_Abeta_IntensityCD31,5792.59,7974,46190113,46190113
ROI_1_Abeta_IntensityAbeta,7079.1912,7974,56449471,56449471
