ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0aSMA,4530.8642,91652.5237,415265136,1.8966E10
ROI_0CD31,2536.3861,91652.5237,232466189,1.0617E10
ROI_0abeta,1374.8262,91652.5237,126006295,5.7548E9
ROI_1aSMA,4697.4032,83078.6343,390253840,1.7823E10
ROI_1CD31,2465.1593,83078.6343,204802065,9.3535E9
ROI_1abeta,1413.0803,83078.6343,117396781,5.3616E9
ROI_0_aSMAaSMA,10203.8987,4372.6335,44617908.8,2037749181
ROI_0_aSMACD31,4392.1149,4372.6335,19205108.5,877118522
ROI_0_aSMAabeta,9201.7187,4372.6335,40235743.1,1837610832
ROI_0_CD31aSMA,23398.8389,7744.1087,181203152,8.2757E9
ROI_0_CD31CD31,2973.3872,7744.1087,23026234.1,1051633547
ROI_0_CD31abeta,2966.9838,7744.1087,22976645.3,1049368772
ROI_0_AbetaaSMA,5413.7491,6983.5841,37807372.1,1726704447
ROI_0_AbetaCD31,12937.9725,6983.5841,90353418.7,4.1265E9
ROI_0_Abetaabeta,2284.3254,6983.5841,15952778.6,728581020
ROI_1_aSMAaSMA,5378.2166,12946.5229,69629204.4,3.1800E9
ROI_1_aSMACD31,3620.2178,12946.5229,46869232.6,2140569626
ROI_1_aSMAabeta,3772.8475,12946.5229,48845256.9,2.2308E9
ROI_1_CD31aSMA,12637.2393,16317.9981,206214448,9.4180E9
ROI_1_CD31CD31,3106.4079,16317.9981,50690358.1,2.3151E9
ROI_1_CD31abeta,1935.6639,16317.9981,31586159.1,1442574777
ROI_1_AbetaaSMA,4081.0355,14775.8852,60300911.6,2.7540E9
ROI_1_AbetaCD31,7159.74,14775.8852,105791496,4.8316E9
ROI_1_Abetaabeta,1595.5551,14775.8852,23575739.2,1076730050
