ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,22848.0821,57511,1314016047,1314016047
ROI_0_IntensityCD31,10279.8312,57511,591203371,591203371
ROI_0_IntensityAbeta,408.484,57511,23492322,23492322
ROI_0_aSMA_IntensityaSMA,33804.7722,36996,1250641351,1250641351
ROI_0_aSMA_IntensityCD31,10859.4116,36996,401754791,401754791
ROI_0_aSMA_IntensityAbeta,352.4771,36996,13040241,13040241
ROI_0_CD31_IntensityaSMA,23711.4913,46571,1104267863,1104267863
ROI_0_CD31_IntensityCD31,12567.14,46571,585264277,585264277
ROI_0_CD31_IntensityAbeta,373.5265,46571,17395503,17395503
ROI_0_Abeta_IntensityaSMA,9854.5232,883,8701544,8701544
ROI_0_Abeta_IntensityCD31,4039.3171,883,3566717,3566717
ROI_0_Abeta_IntensityAbeta,15121.701,883,13352462,13352462
