ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,13445.4349,14672,197271421,197271421
ROI_0_IntensityCD31,8662.3642,14672,127094208,127094208
ROI_0_IntensityAbeta,521.4434,14672,7650618,7650618
ROI_0_aSMA_IntensityaSMA,29393.1637,6053,177916820,177916820
ROI_0_aSMA_IntensityCD31,7085.7913,6053,42890295,42890295
ROI_0_aSMA_IntensityAbeta,316.9217,6053,1918327,1918327
ROI_0_CD31_IntensityaSMA,10714.3007,12369,132525185,132525185
ROI_0_CD31_IntensityCD31,9950.9162,12369,123082883,123082883
ROI_0_CD31_IntensityAbeta,554.3134,12369,6856303,6856303
ROI_0_Abeta_IntensityaSMA,2948.4374,647,1907639,1907639
ROI_0_Abeta_IntensityCD31,10488.8949,647,6786315,6786315
ROI_0_Abeta_IntensityAbeta,5063.1051,647,3275829,3275829
