ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,12956.0244,17117,221768269,221768269
ROI_0_IntensityCD31,15512.679,17117,265530526,265530526
ROI_0_IntensityAbeta,10031.176,17117,171703640,171703640
ROI_0_aSMA_IntensityaSMA,30933.1724,6205,191940335,191940335
ROI_0_aSMA_IntensityCD31,13877.7729,6205,86111581,86111581
ROI_0_aSMA_IntensityAbeta,8952.4938,6205,55550224,55550224
ROI_0_CD31_IntensityaSMA,10342.5759,14703,152066894,152066894
ROI_0_CD31_IntensityCD31,17790.6846,14703,261576435,261576435
ROI_0_CD31_IntensityAbeta,9644.451,14703,141802363,141802363
ROI_0_Abeta_IntensityaSMA,11567.8064,6677,77238243,77238243
ROI_0_Abeta_IntensityCD31,16721.1015,6677,111646795,111646795
ROI_0_Abeta_IntensityAbeta,25048.2786,6677,167247356,167247356
