ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,27636.7697,317,8760856,8760856
ROI_0_IntensityCD31,5663.306,317,1795268,1795268
ROI_0_IntensityAbeta,389.205,317,123378,123378
ROI_1_IntensityaSMA,19937.5814,2131,42486986,42486986
ROI_1_IntensityCD31,2956.3055,2131,6299887,6299887
ROI_1_IntensityAbeta,350.1295,2131,746126,746126
ROI_2_IntensityaSMA,10629.765,1302,13839954,13839954
ROI_2_IntensityCD31,5648.3648,1302,7354171,7354171
ROI_2_IntensityAbeta,343.5307,1302,447277,447277
ROI_3_IntensityaSMA,16719.3866,5424,90685953,90685953
ROI_3_IntensityCD31,4421.5391,5424,23982428,23982428
ROI_3_IntensityAbeta,347.359,5424,1884075,1884075
ROI_4_IntensityaSMA,20147.7247,101901,2053073295,2053073295
ROI_4_IntensityCD31,5016.1534,101901,511151046,511151046
ROI_4_IntensityAbeta,542.6483,101901,55296403,55296403
ROI_5_IntensityaSMA,20103.1746,13886,279152683,279152683
ROI_5_IntensityCD31,3573.7996,13886,49625781,49625781
ROI_5_IntensityAbeta,469.7613,13886,6523105,6523105
ROI_0_aSMA_IntensityaSMA,41411.3103,203,8406496,8406496
ROI_0_aSMA_IntensityCD31,4693.2167,203,952723,952723
ROI_0_aSMA_IntensityAbeta,387.0099,203,78563,78563
ROI_0_CD31_IntensityaSMA,23087.8122,197,4548299,4548299
ROI_0_CD31_IntensityCD31,8008.9695,197,1577767,1577767
ROI_0_CD31_IntensityAbeta,375.8782,197,74048,74048
ROI_1_aSMA_IntensityaSMA,22794.0398,1786,40710155,40710155
ROI_1_aSMA_IntensityCD31,2858.3886,1786,5105082,5105082
ROI_1_aSMA_IntensityAbeta,352.3158,1786,629236,629236
ROI_1_CD31_IntensityaSMA,28928.9324,621,17964867,17964867
ROI_1_CD31_IntensityCD31,6397.1288,621,3972617,3972617
ROI_1_CD31_IntensityAbeta,323.4187,621,200843,200843
ROI_2_aSMA_IntensityaSMA,17312.243,683,11824262,11824262
ROI_2_aSMA_IntensityCD31,5543.9092,683,3786490,3786490
ROI_2_aSMA_IntensityAbeta,342.8565,683,234171,234171
ROI_2_CD31_IntensityaSMA,10745.0381,1129,12131148,12131148
ROI_2_CD31_IntensityCD31,6147.7281,1129,6940785,6940785
ROI_2_CD31_IntensityAbeta,346.3463,1129,391025,391025
ROI_3_aSMA_IntensityaSMA,22545.5683,3665,82629508,82629508
ROI_3_aSMA_IntensityCD31,3879.3476,3665,14217809,14217809
ROI_3_aSMA_IntensityAbeta,345.2423,3665,1265313,1265313
ROI_3_CD31_IntensityaSMA,13209.9821,3023,39933776,39933776
ROI_3_CD31_IntensityCD31,6574.6748,3023,19875242,19875242
ROI_3_CD31_IntensityAbeta,350.353,3023,1059117,1059117
ROI_3_Abeta_IntensityaSMA,2598,1,2598,2598
ROI_3_Abeta_IntensityCD31,4522,1,4522,4522
ROI_3_Abeta_IntensityAbeta,2525,1,2525,2525
ROI_4_aSMA_IntensityaSMA,26351.9372,74835,1972047224,1972047224
ROI_4_aSMA_IntensityCD31,4318.3556,74835,323164145,323164145
ROI_4_aSMA_IntensityAbeta,572.4564,74835,42839772,42839772
ROI_4_CD31_IntensityaSMA,18090.5384,65754,1189525263,1189525263
ROI_4_CD31_IntensityCD31,6801.6638,65754,447236601,447236601
ROI_4_CD31_IntensityAbeta,516.5438,65754,33964819,33964819
ROI_4_Abeta_IntensityaSMA,23446.1526,3610,84640611,84640611
ROI_4_Abeta_IntensityCD31,4489.5235,3610,16207180,16207180
ROI_4_Abeta_IntensityAbeta,6388.9307,3610,23064040,23064040
ROI_5_aSMA_IntensityaSMA,25610.4771,10374,265683089,265683089
ROI_5_aSMA_IntensityCD31,2933.3996,10374,30431087,30431087
ROI_5_aSMA_IntensityAbeta,466.1946,10374,4836303,4836303
ROI_5_CD31_IntensityaSMA,17744.0916,5492,97450551,97450551
ROI_5_CD31_IntensityCD31,6671.9017,5492,36642084,36642084
ROI_5_CD31_IntensityAbeta,551.2414,5492,3027418,3027418
ROI_5_Abeta_IntensityaSMA,26356.246,248,6536349,6536349
ROI_5_Abeta_IntensityCD31,3475.875,248,862017,862017
ROI_5_Abeta_IntensityAbeta,7781.8831,248,1929907,1929907
