ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,21346.1753,20398,435419283,435419283
ROI_0_IntensityCD31,8426.6833,20398,171887486,171887486
ROI_0_IntensityAbeta,4267.733,20398,87053217,87053217
ROI_0_aSMA_IntensityaSMA,31925.6385,12585,401784160,401784160
ROI_0_aSMA_IntensityCD31,9691.9739,12585,121973491,121973491
ROI_0_aSMA_IntensityAbeta,4098.4509,12585,51579005,51579005
ROI_0_CD31_IntensityaSMA,24387.058,13034,317860914,317860914
ROI_0_CD31_IntensityCD31,12870.6437,13034,167755970,167755970
ROI_0_CD31_IntensityAbeta,4024.3441,13034,52453301,52453301
ROI_0_Abeta_IntensityaSMA,19884.7982,2959,58839118,58839118
ROI_0_Abeta_IntensityCD31,8679.1277,2959,25681539,25681539
ROI_0_Abeta_IntensityAbeta,27490.6208,2959,81344747,81344747
