ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,28216.6953,5999,169271955,169271955
ROI_0_IntensityCD31,16398.7555,5999,98376134,98376134
ROI_0_IntensityAbeta,582.5173,5999,3494521,3494521
ROI_1_IntensityaSMA,13974.549,5991,83721523,83721523
ROI_1_IntensityCD31,16735.3221,5991,100261315,100261315
ROI_1_IntensityAbeta,625.345,5991,3746442,3746442
ROI_0_aSMA_IntensityaSMA,35520.8122,4691,166628130,166628130
ROI_0_aSMA_IntensityCD31,17314.6487,4691,81223017,81223017
ROI_0_aSMA_IntensityAbeta,410.9254,4691,1927651,1927651
ROI_0_CD31_IntensityaSMA,27467.0223,5380,147772580,147772580
ROI_0_CD31_IntensityCD31,18114.7212,5380,97457200,97457200
ROI_0_CD31_IntensityAbeta,623.7351,5380,3355695,3355695
ROI_0_Abeta_IntensityaSMA,15089.9088,340,5130569,5130569
ROI_0_Abeta_IntensityCD31,10460.2794,340,3556495,3556495
ROI_0_Abeta_IntensityAbeta,4966.0147,340,1688445,1688445
ROI_1_aSMA_IntensityaSMA,35243.8496,2207,77783176,77783176
ROI_1_aSMA_IntensityCD31,14581.8396,2207,32182120,32182120
ROI_1_aSMA_IntensityAbeta,880.6806,2207,1943662,1943662
ROI_1_CD31_IntensityaSMA,12068.1847,5376,64878561,64878561
ROI_1_CD31_IntensityCD31,18473.4206,5376,99313109,99313109
ROI_1_CD31_IntensityAbeta,638.7493,5376,3433916,3433916
ROI_1_Abeta_IntensityaSMA,20778.465,314,6524438,6524438
ROI_1_Abeta_IntensityCD31,11977.9204,314,3761067,3761067
ROI_1_Abeta_IntensityAbeta,6541.8535,314,2054142,2054142
