ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,26847.333,56548,1518162988,1518162988
ROI_0_IntensityCD31,10348.3786,56548,585180112,585180112
ROI_0_IntensityAbeta,5981.0155,56548,338214462,338214462
ROI_0_aSMA_IntensityaSMA,32214.7312,46146,1486580984,1486580984
ROI_0_aSMA_IntensityCD31,10142.5823,46146,468039605,468039605
ROI_0_aSMA_IntensityAbeta,4786.8252,46146,220892834,220892834
ROI_0_CD31_IntensityaSMA,25928.7901,49496,1283371395,1283371395
ROI_0_CD31_IntensityCD31,11575.3109,49496,572931588,572931588
ROI_0_CD31_IntensityAbeta,6275.1075,49496,310592723,310592723
ROI_0_Abeta_IntensityaSMA,20790.9624,19228,399768625,399768625
ROI_0_Abeta_IntensityCD31,11543.1034,19228,221950793,221950793
ROI_0_Abeta_IntensityAbeta,17081.1523,19228,328436396,328436396
