ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,14288.6884,76268,1089769686,1089769686
ROI_0_IntensityCD31,4529.5391,76268,345458889,345458889
ROI_0_IntensityAbeta,171.6561,76268,13091865,13091865
ROI_1_IntensityaSMA,31787.8789,10793,343086577,343086577
ROI_1_IntensityCD31,18366.2137,10793,198226544,198226544
ROI_1_IntensityAbeta,264.855,10793,2858580,2858580
ROI_0_aSMA_IntensityaSMA,26041.3104,35384,921445726,921445726
ROI_0_aSMA_IntensityCD31,6216.5631,35384,219966867,219966867
ROI_0_aSMA_IntensityAbeta,168.694,35384,5969070,5969070
ROI_0_CD31_IntensityaSMA,18574.354,31009,575972144,575972144
ROI_0_CD31_IntensityCD31,10149.5329,31009,314726865,314726865
ROI_0_CD31_IntensityAbeta,232.68,31009,7215174,7215174
ROI_0_Abeta_IntensityaSMA,14053.5234,107,1503727,1503727
ROI_0_Abeta_IntensityCD31,22453.6449,107,2402540,2402540
ROI_0_Abeta_IntensityAbeta,42312.8879,107,4527479,4527479
ROI_1_aSMA_IntensityaSMA,40450.8997,8203,331818730,331818730
ROI_1_aSMA_IntensityCD31,17476.5515,8203,143360152,143360152
ROI_1_aSMA_IntensityAbeta,252.2096,8203,2068875,2068875
ROI_1_CD31_IntensityaSMA,28616.6528,7684,219890360,219890360
ROI_1_CD31_IntensityCD31,25622.7336,7684,196885085,196885085
ROI_1_CD31_IntensityAbeta,279.0679,7684,2144358,2144358
