ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,18274.4457,31857,582169018,582169018
ROI_0_IntensityCD31,10079.3507,31857,321097874,321097874
ROI_0_IntensityAbeta,6376.7437,31857,203143924,203143924
ROI_0_aSMA_IntensityaSMA,35738.2855,14664,524066219,524066219
ROI_0_aSMA_IntensityCD31,11100.1996,14664,162773327,162773327
ROI_0_aSMA_IntensityAbeta,6416.3502,14664,94089359,94089359
ROI_0_CD31_IntensityaSMA,19687.4936,17401,342582076,342582076
ROI_0_CD31_IntensityCD31,17986.5743,17401,312984380,312984380
ROI_0_CD31_IntensityAbeta,6783.3185,17401,118036526,118036526
ROI_0_Abeta_IntensityaSMA,19093.5387,6035,115229506,115229506
ROI_0_Abeta_IntensityCD31,10158.4035,6035,61305965,61305965
ROI_0_Abeta_IntensityAbeta,31949.6709,6035,192816264,192816264
