ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,12867.9469,76674,986636964,986636964
ROI_0_IntensityCD31,6565.558,76674,503407595,503407595
ROI_0_IntensityAbeta,1185.7848,76674,90918864,90918864
ROI_0_aSMA_IntensityaSMA,20254.8928,45094,913374136,913374136
ROI_0_aSMA_IntensityCD31,5101.5479,45094,230049199,230049199
ROI_0_aSMA_IntensityAbeta,1414.0774,45094,63766408,63766408
ROI_0_CD31_IntensityaSMA,11603.8179,54654,634195062,634195062
ROI_0_CD31_IntensityCD31,8546.6525,54654,467108744,467108744
ROI_0_CD31_IntensityAbeta,901.5209,54654,49271725,49271725
ROI_0_Abeta_IntensityaSMA,14949.5712,7234,108145198,108145198
ROI_0_Abeta_IntensityCD31,5577.1403,7234,40345033,40345033
ROI_0_Abeta_IntensityAbeta,7870.7708,7234,56937156,56937156
