ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,18727.2777,43032,805872212,805872212
ROI_0_IntensityCD31,5847.1289,43032,251613652,251613652
ROI_0_IntensityAbeta,4311.6212,43032,185537682,185537682
ROI_0_aSMA_IntensityaSMA,35360.6681,20135,711987053,711987053
ROI_0_aSMA_IntensityCD31,10111.8415,20135,203601928,203601928
ROI_0_aSMA_IntensityAbeta,6428.5262,20135,129438375,129438375
ROI_0_CD31_IntensityaSMA,32671.4334,15823,516960090,516960090
ROI_0_CD31_IntensityCD31,15005.7313,15823,237435686,237435686
ROI_0_CD31_IntensityAbeta,6935.518,15823,109740701,109740701
ROI_0_Abeta_IntensityaSMA,27586.6638,5181,142926505,142926505
ROI_0_Abeta_IntensityCD31,8804.2202,5181,45614665,45614665
ROI_0_Abeta_IntensityAbeta,33637.2693,5181,174274692,174274692
