ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,39771.9619,4675,185933922,185933922
ROI_0_IntensityCD31,18495.215,4675,86465130,86465130
ROI_0_IntensityAbeta,110.4828,4675,516507,516507
ROI_1_IntensityaSMA,12104.7364,29292,354571940,354571940
ROI_1_IntensityCD31,7646.5901,29292,223983918,223983918
ROI_1_IntensityAbeta,24.63,29292,721461,721461
ROI_0_aSMA_IntensityaSMA,44352.1029,4130,183174185,183174185
ROI_0_aSMA_IntensityCD31,19445.4886,4130,80309868,80309868
ROI_0_aSMA_IntensityAbeta,110.1303,4130,454838,454838
ROI_0_CD31_IntensityaSMA,41379.9987,3147,130222856,130222856
ROI_0_CD31_IntensityCD31,27289.0318,3147,85878583,85878583
ROI_0_CD31_IntensityAbeta,113.5262,3147,357267,357267
ROI_1_aSMA_IntensityaSMA,31364.1007,9212,288926096,288926096
ROI_1_aSMA_IntensityCD31,9762.1099,9212,89928556,89928556
ROI_1_aSMA_IntensityAbeta,19.9614,9212,183884,183884
ROI_1_CD31_IntensityaSMA,13624.0891,17303,235737614,235737614
ROI_1_CD31_IntensityCD31,12504.1883,17303,216359970,216359970
ROI_1_CD31_IntensityAbeta,22.274,17303,385407,385407
