ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,8820.869,1008,8891436,8891436
ROI_0_IntensityCD31,9209.7927,1008,9283471,9283471
ROI_0_IntensityAbeta,95.8353,1008,96602,96602
ROI_1_IntensityaSMA,15772.8994,18174,286656673,286656673
ROI_1_IntensityCD31,8984.0618,18174,163276339,163276339
ROI_1_IntensityAbeta,591.9062,18174,10757303,10757303
ROI_2_IntensityaSMA,11617.551,7931,92138797,92138797
ROI_2_IntensityCD31,2928.958,7931,23229566,23229566
ROI_2_IntensityAbeta,536.8442,7931,4257711,4257711
ROI_0_aSMA_IntensityaSMA,12515.207,570,7133668,7133668
ROI_0_aSMA_IntensityCD31,4955.5211,570,2824647,2824647
ROI_0_aSMA_IntensityAbeta,111.0474,570,63297,63297
ROI_0_CD31_IntensityaSMA,5779.7348,543,3138396,3138396
ROI_0_CD31_IntensityCD31,16191.4309,543,8791947,8791947
ROI_0_CD31_IntensityAbeta,55.8564,543,30330,30330
ROI_0_Abeta_IntensityaSMA,12002.3636,11,132026,132026
ROI_0_Abeta_IntensityCD31,1525.2727,11,16778,16778
ROI_0_Abeta_IntensityAbeta,3429.7273,11,37727,37727
ROI_1_aSMA_IntensityaSMA,20825.9618,12681,264094021,264094021
ROI_1_aSMA_IntensityCD31,7906.5084,12681,100262433,100262433
ROI_1_aSMA_IntensityAbeta,548.9961,12681,6961819,6961819
ROI_1_CD31_IntensityaSMA,15869.8573,11724,186058207,186058207
ROI_1_CD31_IntensityCD31,13355.642,11724,156581547,156581547
ROI_1_CD31_IntensityAbeta,603.9807,11724,7081070,7081070
ROI_1_Abeta_IntensityaSMA,14666.3426,1048,15370327,15370327
ROI_1_Abeta_IntensityCD31,7995.7414,1048,8379537,8379537
ROI_1_Abeta_IntensityAbeta,5153.1498,1048,5400501,5400501
ROI_2_aSMA_IntensityaSMA,13741.4513,6140,84372511,84372511
ROI_2_aSMA_IntensityCD31,1818.6072,6140,11166248,11166248
ROI_2_aSMA_IntensityAbeta,565.6555,6140,3473125,3473125
ROI_2_CD31_IntensityaSMA,8778.9393,1797,15775754,15775754
ROI_2_CD31_IntensityCD31,9817.5214,1797,17642086,17642086
ROI_2_CD31_IntensityAbeta,460.9176,1797,828269,828269
ROI_2_Abeta_IntensityaSMA,12039.2731,271,3262643,3262643
ROI_2_Abeta_IntensityCD31,2575.9557,271,698084,698084
ROI_2_Abeta_IntensityAbeta,5610.6568,271,1520488,1520488
