ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,14973.0731,23962,358784777,358784777
ROI_0_IntensityCD31,15897.2385,23962,380929630,380929630
ROI_0_IntensityAbeta,5668.4349,23962,135827036,135827036
ROI_0_aSMA_IntensityaSMA,40998.7205,8210,336599495,336599495
ROI_0_aSMA_IntensityCD31,10125.8762,8210,83133444,83133444
ROI_0_aSMA_IntensityAbeta,4250.1428,8210,34893672,34893672
ROI_0_CD31_IntensityaSMA,11415.7121,20676,236031263,236031263
ROI_0_CD31_IntensityCD31,18159.5188,20676,375466210,375466210
ROI_0_CD31_IntensityAbeta,6070.3521,20676,125510601,125510601
ROI_0_Abeta_IntensityaSMA,13957.4839,8471,118233846,118233846
ROI_0_Abeta_IntensityCD31,17226.5291,8471,145925928,145925928
ROI_0_Abeta_IntensityAbeta,15518.6339,8471,131458348,131458348
