ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,11205.5211,13712,153650106,153650106
ROI_0_IntensityCD31,15157.3751,13712,207837927,207837927
ROI_0_IntensityAbeta,18066.9972,13712,247734665,247734665
ROI_1_IntensityaSMA,20914.9183,808,16899254,16899254
ROI_1_IntensityCD31,26667.0025,808,21546938,21546938
ROI_1_IntensityAbeta,14550.3007,808,11756643,11756643
ROI_2_IntensityaSMA,23199.8844,9214,213763735,213763735
ROI_2_IntensityCD31,10572.9397,9214,97419066,97419066
ROI_2_IntensityAbeta,13557.0158,9214,124914344,124914344
ROI_0_aSMA_IntensityaSMA,18269.5454,7065,129074338,129074338
ROI_0_aSMA_IntensityCD31,15155.2974,7065,107072176,107072176
ROI_0_aSMA_IntensityAbeta,17399.6829,7065,122928760,122928760
ROI_0_CD31_IntensityaSMA,10361.7012,11225,116310096,116310096
ROI_0_CD31_IntensityCD31,18261.3098,11225,204983203,204983203
ROI_0_CD31_IntensityAbeta,18947.8913,11225,212690080,212690080
ROI_0_Abeta_IntensityaSMA,9713.1787,7583,73655034,73655034
ROI_0_Abeta_IntensityCD31,15233.0087,7583,115511905,115511905
ROI_0_Abeta_IntensityAbeta,32606.3711,7583,247254112,247254112
ROI_1_aSMA_IntensityaSMA,38779.3686,407,15783203,15783203
ROI_1_aSMA_IntensityCD31,26969.0663,407,10976410,10976410
ROI_1_aSMA_IntensityAbeta,9864.7101,407,4014937,4014937
ROI_1_CD31_IntensityaSMA,20165.5532,770,15527476,15527476
ROI_1_CD31_IntensityCD31,27910.6364,770,21491190,21491190
ROI_1_CD31_IntensityAbeta,14953.3403,770,11514072,11514072
ROI_1_Abeta_IntensityaSMA,20649.5196,383,7908766,7908766
ROI_1_Abeta_IntensityCD31,23832.9634,383,9128025,9128025
ROI_1_Abeta_IntensityAbeta,30589.5431,383,11715795,11715795
ROI_2_aSMA_IntensityaSMA,41486.7627,4918,204031899,204031899
ROI_2_aSMA_IntensityCD31,9062.6822,4918,44570271,44570271
ROI_2_aSMA_IntensityAbeta,8402.9542,4918,41325729,41325729
ROI_2_CD31_IntensityaSMA,21880.6548,7860,171981947,171981947
ROI_2_CD31_IntensityCD31,12049.2363,7860,94706997,94706997
ROI_2_CD31_IntensityAbeta,14794.6893,7860,116286258,116286258
ROI_2_Abeta_IntensityaSMA,18358.2818,4138,75966570,75966570
ROI_2_Abeta_IntensityCD31,11893.6636,4138,49215980,49215980
ROI_2_Abeta_IntensityAbeta,30085.5418,4138,124493972,124493972
