ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,33846.3077,23745,803680576,803680576
ROI_0_IntensityCD31,17384.8749,23745,412803854,412803854
ROI_0_IntensityAbeta,2.705,23745,64230,64230
ROI_1_IntensityaSMA,19241.04,4780,91972171,91972171
ROI_1_IntensityCD31,13235.3707,4780,63265072,63265072
ROI_1_IntensityAbeta,16.7295,4780,79967,79967
ROI_0_aSMA_IntensityaSMA,37315.881,21236,792440048,792440048
ROI_0_aSMA_IntensityCD31,18482.5688,21236,392495832,392495832
ROI_0_aSMA_IntensityAbeta,2.6791,21236,56894,56894
ROI_0_CD31_IntensityaSMA,34480.985,19079,657862713,657862713
ROI_0_CD31_IntensityCD31,21521.5267,19079,410609207,410609207
ROI_0_CD31_IntensityAbeta,2.4987,19079,47672,47672
ROI_1_aSMA_IntensityaSMA,28525.3719,2947,84064271,84064271
ROI_1_aSMA_IntensityCD31,14984.5202,2947,44159381,44159381
ROI_1_aSMA_IntensityAbeta,22.2145,2947,65466,65466
ROI_1_CD31_IntensityaSMA,19233.2808,3536,68008881,68008881
ROI_1_CD31_IntensityCD31,17677.1284,3536,62506326,62506326
ROI_1_CD31_IntensityAbeta,16.8097,3536,59439,59439
