ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,27888.2516,7357,205173867,205173867
ROI_0_IntensityCD31,16454.6923,7357,121057171,121057171
ROI_0_IntensityAbeta,653.4702,7357,4807580,4807580
ROI_1_IntensityaSMA,22842.1176,39403,900047960,900047960
ROI_1_IntensityCD31,12163.5323,39403,479279665,479279665
ROI_1_IntensityAbeta,1347.828,39403,53108468,53108468
ROI_0_aSMA_IntensityaSMA,36816.1533,5465,201200278,201200278
ROI_0_aSMA_IntensityCD31,17478.9054,5465,95522218,95522218
ROI_0_aSMA_IntensityAbeta,601.3892,5465,3286592,3286592
ROI_0_CD31_IntensityaSMA,30712.8946,6015,184738061,184738061
ROI_0_CD31_IntensityCD31,19757.2923,6015,118840113,118840113
ROI_0_CD31_IntensityAbeta,694.1854,6015,4175525,4175525
ROI_0_Abeta_IntensityaSMA,10722.8214,112,1200956,1200956
ROI_0_Abeta_IntensityCD31,14539.4821,112,1628422,1628422
ROI_0_Abeta_IntensityAbeta,5891.0804,112,659801,659801
ROI_1_aSMA_IntensityaSMA,35475.215,24191,858180927,858180927
ROI_1_aSMA_IntensityCD31,12438.3545,24191,300896234,300896234
ROI_1_aSMA_IntensityAbeta,1125.7996,24191,27234218,27234218
ROI_1_CD31_IntensityaSMA,22513.5467,35621,801955046,801955046
ROI_1_CD31_IntensityCD31,13295.5344,35621,473600232,473600232
ROI_1_CD31_IntensityAbeta,1401.648,35621,49928103,49928103
ROI_1_Abeta_IntensityaSMA,16640.7071,3940,65564386,65564386
ROI_1_Abeta_IntensityCD31,12947.6774,3940,51013849,51013849
ROI_1_Abeta_IntensityAbeta,9356.6155,3940,36865065,36865065
