ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,22848.7489,2250,51409685,51409685
ROI_0_IntensityCD31,12884.2329,2250,28989524,28989524
ROI_0_IntensityAbeta,2253.8636,2250,5071193,5071193
ROI_0_aSMA_IntensityaSMA,38659.7869,1295,50064424,50064424
ROI_0_aSMA_IntensityCD31,6738.5344,1295,8726402,8726402
ROI_0_aSMA_IntensityAbeta,3207.3174,1295,4153476,4153476
ROI_0_CD31_IntensityaSMA,16029.6177,1504,24108545,24108545
ROI_0_CD31_IntensityCD31,18941.9395,1504,28488677,28488677
ROI_0_CD31_IntensityAbeta,2338.0426,1504,3516416,3516416
ROI_0_Abeta_IntensityaSMA,38172.3008,502,19162495,19162495
ROI_0_Abeta_IntensityCD31,13527.9701,502,6791041,6791041
ROI_0_Abeta_IntensityAbeta,9045.3347,502,4540758,4540758
