ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0aSMA,3590.4001,90515.3714,324986402,1.4842E10
ROI_0CD31,2576.2531,90515.3714,233190508,1.0650E10
ROI_0abeta,1077.6603,90515.3714,97544821.1,4.4550E9
ROI_0_aSMAaSMA,7733.1657,4438.3205,34322267.7,1567535881
ROI_0_aSMACD31,9900.024,4438.3205,43939479.6,2006764570
ROI_0_aSMAabeta,9063.1298,4438.3205,40225074.7,1.8371E9
ROI_0_CD31aSMA,17963.6157,9099.3201,163456689,7.4652E9
ROI_0_CD31CD31,5968.9284,9099.3201,54313189.8,2.4805E9
ROI_0_CD31abeta,1698.1151,9099.3201,15451692.6,705695868
ROI_0_AbetaaSMA,7056.0678,3869.0984,27300620.9,1246849516
ROI_0_AbetaCD31,23130.3184,3869.0984,89493479.1,4.0873E9
ROI_0_Abetaabeta,2878.2207,3869.0984,11136119.1,508598860
