ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,24429.9815,3678,89853472,89853472
ROI_0_IntensityCD31,25168.2868,3678,92568959,92568959
ROI_0_IntensityAbeta,1508.2137,3678,5547210,5547210
ROI_0_aSMA_IntensityaSMA,28612.8489,3050,87269189,87269189
ROI_0_aSMA_IntensityCD31,27224.2318,3050,83033907,83033907
ROI_0_aSMA_IntensityAbeta,1203.7718,3050,3671504,3671504
ROI_0_CD31_IntensityaSMA,24818.3799,3256,80808645,80808645
ROI_0_CD31_IntensityCD31,28260.4985,3256,92016183,92016183
ROI_0_CD31_IntensityAbeta,1637.4023,3256,5331382,5331382
ROI_0_Abeta_IntensityaSMA,13100.2417,604,7912546,7912546
ROI_0_Abeta_IntensityCD31,17488.1109,604,10562819,10562819
ROI_0_Abeta_IntensityAbeta,6754.8725,604,4079943,4079943
