ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,27285.7948,30690,837401042,837401042
ROI_0_IntensityCD31,15999.4241,30690,491022326,491022326
ROI_0_IntensityAbeta,10429.2639,30690,320074110,320074110
ROI_0_aSMA_IntensityaSMA,41372.7235,19363,801100046,801100046
ROI_0_aSMA_IntensityCD31,17606.0328,19363,340905614,340905614
ROI_0_aSMA_IntensityAbeta,11743.4574,19363,227388566,227388566
ROI_0_CD31_IntensityaSMA,30107.6749,20893,629039651,629039651
ROI_0_CD31_IntensityCD31,23254.944,20893,485865545,485865545
ROI_0_CD31_IntensityAbeta,12935.68,20893,270265163,270265163
ROI_0_Abeta_IntensityaSMA,28370.6049,8564,242965860,242965860
ROI_0_Abeta_IntensityCD31,18820.3584,8564,161177549,161177549
ROI_0_Abeta_IntensityAbeta,36553.2244,8564,313041814,313041814
