ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,26302.6739,18588,488914102,488914102
ROI_0_IntensityCD31,11795.7392,18588,219259201,219259201
ROI_0_IntensityAbeta,329.8154,18588,6130608,6130608
ROI_0_aSMA_IntensityaSMA,39677.7458,11910,472561952,472561952
ROI_0_aSMA_IntensityCD31,11592.5543,11910,138067322,138067322
ROI_0_aSMA_IntensityAbeta,318.8977,11910,3798072,3798072
ROI_0_CD31_IntensityaSMA,24208.287,13597,329160079,329160079
ROI_0_CD31_IntensityCD31,15910.6546,13597,216337170,216337170
ROI_0_CD31_IntensityAbeta,260.2861,13597,3539110,3539110
ROI_0_Abeta_IntensityaSMA,20640.8216,185,3818552,3818552
ROI_0_Abeta_IntensityCD31,5256.2865,185,972413,972413
ROI_0_Abeta_IntensityAbeta,10859,185,2008915,2008915
