ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,11780.2051,36788,433370184,433370184
ROI_0_IntensityCD31,12597.8772,36788,463450707,463450707
ROI_0_IntensityAbeta,1068.0183,36788,39290258,39290258
ROI_0_aSMA_IntensityaSMA,32970.6287,12068,397889547,397889547
ROI_0_aSMA_IntensityCD31,7684.7114,12068,92739097,92739097
ROI_0_aSMA_IntensityAbeta,1068.3488,12068,12892833,12892833
ROI_0_CD31_IntensityaSMA,8492.5862,32037,272076985,272076985
ROI_0_CD31_IntensityCD31,14294.9333,32037,457966778,457966778
ROI_0_CD31_IntensityAbeta,1037.3207,32037,33232644,33232644
ROI_0_Abeta_IntensityaSMA,11656.9671,3795,44238190,44238190
ROI_0_Abeta_IntensityCD31,10911.3278,3795,41408489,41408489
ROI_0_Abeta_IntensityAbeta,6703.0582,3795,25438106,25438106
