ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,14205.6787,20636,293148385,293148385
ROI_0_IntensityCD31,17099.2427,20636,352859972,352859972
ROI_0_IntensityAbeta,8132.4596,20636,167821436,167821436
ROI_0_aSMA_IntensityaSMA,36190.796,7393,267558555,267558555
ROI_0_aSMA_IntensityCD31,13305.871,7393,98370304,98370304
ROI_0_aSMA_IntensityAbeta,6173.7703,7393,45642684,45642684
ROI_0_CD31_IntensityaSMA,11441.93,18059,206629814,206629814
ROI_0_CD31_IntensityCD31,19339.4763,18059,349251602,349251602
ROI_0_CD31_IntensityAbeta,8097.6987,18059,146236341,146236341
ROI_0_Abeta_IntensityaSMA,12359.4918,8121,100371433,100371433
ROI_0_Abeta_IntensityCD31,16620.4023,8121,134974287,134974287
ROI_0_Abeta_IntensityAbeta,20015.9379,8121,162549432,162549432
