ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,20384.8541,1570,32004221,32004221
ROI_0_IntensityCD31,7459.2656,1570,11711047,11711047
ROI_0_IntensityAbeta,3183.4032,1570,4997943,4997943
ROI_1_IntensityaSMA,14718.7536,913,13438222,13438222
ROI_1_IntensityCD31,14837.7185,913,13546837,13546837
ROI_1_IntensityAbeta,1144.6331,913,1045050,1045050
ROI_2_IntensityaSMA,24069.668,747,17980042,17980042
ROI_2_IntensityCD31,8447.7885,747,6310498,6310498
ROI_2_IntensityAbeta,1436.5489,747,1073102,1073102
ROI_3_IntensityaSMA,13762.1276,580,7982034,7982034
ROI_3_IntensityCD31,15078.8552,580,8745736,8745736
ROI_3_IntensityAbeta,17.8276,580,10340,10340
ROI_0_aSMA_IntensityaSMA,30727.6769,981,30143851,30143851
ROI_0_aSMA_IntensityCD31,6640.3568,981,6514190,6514190
ROI_0_aSMA_IntensityAbeta,4434.0153,981,4349769,4349769
ROI_0_CD31_IntensityaSMA,18117.9456,1286,23299678,23299678
ROI_0_CD31_IntensityCD31,8756.8406,1286,11261297,11261297
ROI_0_CD31_IntensityAbeta,2224.0381,1286,2860113,2860113
ROI_0_Abeta_IntensityaSMA,36373.9354,325,11821529,11821529
ROI_0_Abeta_IntensityCD31,4992.9969,325,1622724,1622724
ROI_0_Abeta_IntensityAbeta,15238.9969,325,4952674,4952674
ROI_1_aSMA_IntensityaSMA,28383.6047,425,12063032,12063032
ROI_1_aSMA_IntensityCD31,13868.5576,425,5894137,5894137
ROI_1_aSMA_IntensityAbeta,1574.4635,425,669147,669147
ROI_1_CD31_IntensityaSMA,14718.7536,913,13438222,13438222
ROI_1_CD31_IntensityCD31,14837.7185,913,13546837,13546837
ROI_1_CD31_IntensityAbeta,1144.6331,913,1045050,1045050
ROI_1_Abeta_IntensityaSMA,21842.0143,70,1528941,1528941
ROI_1_Abeta_IntensityCD31,10839.4429,70,758761,758761
ROI_1_Abeta_IntensityAbeta,14503,70,1015210,1015210
ROI_2_aSMA_IntensityaSMA,37765.7894,451,17032371,17032371
ROI_2_aSMA_IntensityCD31,7680.8492,451,3464063,3464063
ROI_2_aSMA_IntensityAbeta,2072.4989,451,934697,934697
ROI_2_CD31_IntensityaSMA,22689.5016,642,14566660,14566660
ROI_2_CD31_IntensityCD31,9413.3146,642,6043348,6043348
ROI_2_CD31_IntensityAbeta,1255.486,642,806022,806022
ROI_2_Abeta_IntensityaSMA,44003.4148,135,5940461,5940461
ROI_2_Abeta_IntensityCD31,4675.2667,135,631161,631161
ROI_2_Abeta_IntensityAbeta,7753.8889,135,1046775,1046775
ROI_3_aSMA_IntensityaSMA,21976.7325,314,6900694,6900694
ROI_3_aSMA_IntensityCD31,15540.7898,314,4879808,4879808
ROI_3_aSMA_IntensityAbeta,0,314,0,0
ROI_3_CD31_IntensityaSMA,13762.1276,580,7982034,7982034
ROI_3_CD31_IntensityCD31,15078.8552,580,8745736,8745736
ROI_3_CD31_IntensityAbeta,17.8276,580,10340,10340
ROI_3_Abeta_IntensityaSMA,4851.3333,3,14554,14554
ROI_3_Abeta_IntensityCD31,14230.6667,3,42692,42692
ROI_3_Abeta_IntensityAbeta,2574.3333,3,7723,7723
