ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,21174.5515,33167,702296351,702296351
ROI_0_IntensityCD31,17518.4534,33167,581034545,581034545
ROI_0_IntensityAbeta,5973.1524,33167,198111547,198111547
ROI_0_aSMA_IntensityaSMA,29065.2853,23166,673326400,673326400
ROI_0_aSMA_IntensityCD31,18900.1601,23166,437841110,437841110
ROI_0_aSMA_IntensityAbeta,5305.6117,23166,122909801,122909801
ROI_0_CD31_IntensityaSMA,19638.7791,29200,573452349,573452349
ROI_0_CD31_IntensityCD31,19671.4005,29200,574404894,574404894
ROI_0_CD31_IntensityAbeta,5943.5437,29200,173551477,173551477
ROI_0_Abeta_IntensityaSMA,17806.7067,12467,221996212,221996212
ROI_0_Abeta_IntensityCD31,17780.558,12467,221670217,221670217
ROI_0_Abeta_IntensityAbeta,15517.4212,12467,193455690,193455690
