ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,17982.0027,87564,1574576086,1574576086
ROI_0_IntensityCD31,6376.4065,87564,558343657,558343657
ROI_0_IntensityAbeta,1541.3471,87564,134966521,134966521
ROI_1_IntensityaSMA,13033.0762,78895,1028244545,1028244545
ROI_1_IntensityCD31,7310.9734,78895,576799249,576799249
ROI_1_IntensityAbeta,1271.5163,78895,100316281,100316281
ROI_0_aSMA_IntensityaSMA,24609.4657,60646,1492465654,1492465654
ROI_0_aSMA_IntensityCD31,5629.2358,60646,341390633,341390633
ROI_0_aSMA_IntensityAbeta,1816.4592,60646,110160982,110160982
ROI_0_CD31_IntensityaSMA,18463.7805,48741,899943123,899943123
ROI_0_CD31_IntensityCD31,10278.1303,48741,500966350,500966350
ROI_0_CD31_IntensityAbeta,1479.3144,48741,72103262,72103262
ROI_0_Abeta_IntensityaSMA,18571.1349,10046,186565621,186565621
ROI_0_Abeta_IntensityCD31,6254.4724,10046,62832430,62832430
ROI_0_Abeta_IntensityAbeta,12009.7985,10046,120650436,120650436
ROI_1_aSMA_IntensityaSMA,23670.2385,39664,938856340,938856340
ROI_1_aSMA_IntensityCD31,5747.6879,39664,227976291,227976291
ROI_1_aSMA_IntensityAbeta,1780.0738,39664,70604846,70604846
ROI_1_CD31_IntensityaSMA,11458.2229,57022,653370787,653370787
ROI_1_CD31_IntensityCD31,9541.6118,57022,544081787,544081787
ROI_1_CD31_IntensityAbeta,945.7441,57022,53928221,53928221
ROI_1_Abeta_IntensityaSMA,13118.8109,8304,108938606,108938606
ROI_1_Abeta_IntensityCD31,5575.8922,8304,46302209,46302209
ROI_1_Abeta_IntensityAbeta,10816.6737,8304,89821658,89821658
