ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0aSMA,8161,0.0219,178.6907,8161
ROI_0CD31,2945,0.0219,64.4828,2945
ROI_0abeta,6604,0.0219,144.5991,6604
ROI_0_aSMAaSMA,5750.9781,91837.1481,528153428,2.4121E10
ROI_0_aSMACD31,4145.529,91837.1481,380713559,1.7388E10
ROI_0_aSMAabeta,1903.1028,91837.1481,174775535,7.9822E9
ROI_0_CD31aSMA,5750.9775,91837.1262,528153250,2.4121E10
ROI_0_CD31CD31,4145.5293,91837.1262,380713494,1.7388E10
ROI_0_CD31abeta,1903.1017,91837.1262,174775390,7.9822E9
ROI_0_AbetaaSMA,5750.9775,91837.1262,528153250,2.4121E10
ROI_0_AbetaCD31,4145.5293,91837.1262,380713494,1.7388E10
ROI_0_Abetaabeta,1903.1017,91837.1262,174775390,7.9822E9
