ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,15622.0726,8563,133771808,133771808
ROI_0_IntensityCD31,10740.8525,8563,91973920,91973920
ROI_0_IntensityAbeta,1440.5951,8563,12335816,12335816
ROI_0_aSMA_IntensityaSMA,38424.5776,3352,128799184,128799184
ROI_0_aSMA_IntensityCD31,8002.034,3352,26822818,26822818
ROI_0_aSMA_IntensityAbeta,1194.3658,3352,4003514,4003514
ROI_0_CD31_IntensityaSMA,11565.9861,7030,81308882,81308882
ROI_0_CD31_IntensityCD31,12818.0484,7030,90110880,90110880
ROI_0_CD31_IntensityAbeta,1538.9518,7030,10818831,10818831
ROI_0_Abeta_IntensityaSMA,11249.007,1723,19382039,19382039
ROI_0_Abeta_IntensityCD31,12714.6349,1723,21907316,21907316
ROI_0_Abeta_IntensityAbeta,5434.8741,1723,9364288,9364288
