ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,13524.9302,7899,106833424,106833424
ROI_0_IntensityCD31,7688.8345,7899,60734104,60734104
ROI_0_IntensityAbeta,193.2227,7899,1526266,1526266
ROI_1_IntensityaSMA,28082.6686,19222,539805056,539805056
ROI_1_IntensityCD31,13457.5369,19222,258680775,258680775
ROI_1_IntensityAbeta,197.9267,19222,3804547,3804547
ROI_0_aSMA_IntensityaSMA,28092.5046,3167,88968962,88968962
ROI_0_aSMA_IntensityCD31,15225.4244,3167,48218919,48218919
ROI_0_aSMA_IntensityAbeta,186.2428,3167,589831,589831
ROI_0_CD31_IntensityaSMA,21915.5867,3153,69099845,69099845
ROI_0_CD31_IntensityCD31,18581.7907,3153,58588386,58588386
ROI_0_CD31_IntensityAbeta,184.1598,3153,580656,580656
ROI_1_aSMA_IntensityaSMA,39578.6774,13057,516778791,516778791
ROI_1_aSMA_IntensityCD31,15573.0209,13057,203336934,203336934
ROI_1_aSMA_IntensityAbeta,182.9638,13057,2388958,2388958
ROI_1_CD31_IntensityaSMA,31660.1104,11471,363173126,363173126
ROI_1_CD31_IntensityCD31,22295.7403,11471,255754437,255754437
ROI_1_CD31_IntensityAbeta,170.8617,11471,1959955,1959955
ROI_1_Abeta_IntensityaSMA,33562.4,5,167812,167812
ROI_1_Abeta_IntensityCD31,235.2,5,1176,1176
ROI_1_Abeta_IntensityAbeta,10963,5,54815,54815
