ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,17063.0529,31369,535250905,535250905
ROI_0_IntensityCD31,10215.0284,31369,320435226,320435226
ROI_0_IntensityAbeta,14499.9742,31369,454849692,454849692
ROI_0_aSMA_IntensityaSMA,40861.2564,11954,488455459,488455459
ROI_0_aSMA_IntensityCD31,9575.4823,11954,114465316,114465316
ROI_0_aSMA_IntensityAbeta,12264.2781,11954,146607181,146607181
ROI_0_CD31_IntensityaSMA,15370.282,22577,347014857,347014857
ROI_0_CD31_IntensityCD31,13947.9869,22577,314903701,314903701
ROI_0_CD31_IntensityAbeta,15011.1335,22577,338906361,338906361
ROI_0_Abeta_IntensityaSMA,14064.9014,12946,182084214,182084214
ROI_0_Abeta_IntensityCD31,11340.4868,12946,146813942,146813942
ROI_0_Abeta_IntensityAbeta,34510.5814,12946,446773987,446773987
