ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,33062.0531,157140,5.1954E9,5.1954E9
ROI_0_IntensityCD31,17066.0448,157140,2.6818E9,2.6818E9
ROI_0_IntensityAbeta,7507.6978,157140,1179759639,1179759639
ROI_0_aSMA_IntensityaSMA,38570.6747,132449,5.1086E9,5.1086E9
ROI_0_aSMA_IntensityCD31,17188.733,132449,2.2766E9,2.2766E9
ROI_0_aSMA_IntensityAbeta,7757.6292,132449,1027490232,1027490232
ROI_0_CD31_IntensityaSMA,35030.9145,127697,4.4733E9,4.4733E9
ROI_0_CD31_IntensityCD31,20697.7244,127697,2.6430E9,2.6430E9
ROI_0_CD31_IntensityAbeta,7553.4466,127697,964552467,964552467
ROI_0_Abeta_IntensityaSMA,31690.7075,51081,1618793030,1618793030
ROI_0_Abeta_IntensityCD31,18178.1861,51081,928559923,928559923
ROI_0_Abeta_IntensityAbeta,22918.6328,51081,1170706683,1170706683
