ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,12071.3154,46173,557368847,557368847
ROI_0_IntensityCD31,5867.5803,46173,270923783,270923783
ROI_0_IntensityAbeta,812.893,46173,37533707,37533707
ROI_0_aSMA_IntensityaSMA,29249.242,16705,488608588,488608588
ROI_0_aSMA_IntensityCD31,7810.3192,16705,130471383,130471383
ROI_0_aSMA_IntensityAbeta,56.9037,16705,950576,950576
ROI_0_CD31_IntensityaSMA,13919.229,28708,399593226,399593226
ROI_0_CD31_IntensityCD31,9035.4988,28708,259391099,259391099
ROI_0_CD31_IntensityAbeta,138.4077,28708,3973409,3973409
ROI_0_Abeta_IntensityaSMA,2398.3153,1402,3362438,3362438
ROI_0_Abeta_IntensityCD31,997.8188,1402,1398942,1398942
ROI_0_Abeta_IntensityAbeta,22997.1933,1402,32242065,32242065
