ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,31575.445,67347,2126511492,2126511492
ROI_0_IntensityCD31,9791.7624,67347,659445824,659445824
ROI_0_IntensityAbeta,1543.7533,67347,103967151,103967151
ROI_0_aSMA_IntensityaSMA,38269.9601,54816,2.0978E9,2.0978E9
ROI_0_aSMA_IntensityCD31,9726.8254,54816,533185660,533185660
ROI_0_aSMA_IntensityAbeta,1512.4829,54816,82908260,82908260
ROI_0_CD31_IntensityaSMA,30900.1317,54162,1673612933,1673612933
ROI_0_CD31_IntensityCD31,11820.2451,54162,640208116,640208116
ROI_0_CD31_IntensityAbeta,1616.893,54162,87574161,87574161
ROI_0_Abeta_IntensityaSMA,27407.73,10097,276735850,276735850
ROI_0_Abeta_IntensityCD31,11007.267,10097,111140375,111140375
ROI_0_Abeta_IntensityAbeta,7839.6389,10097,79156834,79156834
