ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,16411.8277,123760,2.0311E9,2.0311E9
ROI_0_IntensityCD31,11456.3181,123760,1417833928,1417833928
ROI_0_IntensityAbeta,202.6279,123760,25077235,25077235
ROI_0_aSMA_IntensityaSMA,32187.6688,57948,1865211029,1865211029
ROI_0_aSMA_IntensityCD31,13738.8154,57948,796136877,796136877
ROI_0_aSMA_IntensityAbeta,303.9925,57948,17615757,17615757
ROI_0_CD31_IntensityaSMA,17325.5449,87491,1515829250,1515829250
ROI_0_CD31_IntensityCD31,15901.2054,87491,1391212360,1391212360
ROI_0_CD31_IntensityAbeta,135.5621,87491,11860466,11860466
ROI_0_Abeta_IntensityaSMA,25132.6672,664,16688091,16688091
ROI_0_Abeta_IntensityCD31,3712.3449,664,2464997,2464997
ROI_0_Abeta_IntensityAbeta,28619.8464,664,19003578,19003578
