
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
769,,Surface,3,Image 1,1,0,
360,,Surface,3,Image 1,1,1,
899,,Surface,3,Image 1,1,2,
494,,Surface,3,Image 1,1,3,
521,,Surface,3,Image 1,1,4,
347,,Surface,3,Image 1,1,5,
607,,Surface,3,Image 1,1,6,
348,,Surface,3,Image 1,1,7,
352,,Surface,3,Image 1,1,8,
751,,Surface,3,Image 1,1,9,
862,,Surface,3,Image 1,1,10,
634,,Surface,3,Image 1,1,11,
540,,Surface,3,Image 1,1,12,
674,,Surface,3,Image 1,1,13,
482,,Surface,3,Image 1,1,14,
637,,Surface,3,Image 1,1,15,
568,,Surface,3,Image 1,1,16,
714,,Surface,3,Image 1,1,17,
712,,Surface,3,Image 1,1,18,
861,,Surface,3,Image 1,1,19,
584,,Surface,3,Image 1,1,20,
544,,Surface,3,Image 1,1,21,
