
Intensity Mean Ch=6 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
870.101,,Surface,6,Image 1,1,0,
633.069,,Surface,6,Image 1,1,1,
1149.13,,Surface,6,Image 1,1,2,
1103.4,,Surface,6,Image 1,1,3,
746.11,,Surface,6,Image 1,1,4,
615.798,,Surface,6,Image 1,1,5,
931.285,,Surface,6,Image 1,1,6,
739.581,,Surface,6,Image 1,1,7,
767.898,,Surface,6,Image 1,1,8,
400.842,,Surface,6,Image 1,1,9,
598.299,,Surface,6,Image 1,1,10,
379.798,,Surface,6,Image 1,1,11,
921.485,,Surface,6,Image 1,1,12,
786.199,,Surface,6,Image 1,1,13,
918.98,,Surface,6,Image 1,1,14,
802.226,,Surface,6,Image 1,1,15,
605.945,,Surface,6,Image 1,1,16,
672.661,,Surface,6,Image 1,1,17,
782.963,,Surface,6,Image 1,1,18,
949.773,,Surface,6,Image 1,1,19,
775.229,,Surface,6,Image 1,1,20,
734.004,,Surface,6,Image 1,1,21,
