
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
438.187,um,Surface,Distance from Origin,1,0,
362.482,um,Surface,Distance from Origin,1,1,
321.702,um,Surface,Distance from Origin,1,2,
313.44,um,Surface,Distance from Origin,1,3,
311.576,um,Surface,Distance from Origin,1,4,
308.728,um,Surface,Distance from Origin,1,5,
318.013,um,Surface,Distance from Origin,1,6,
319.305,um,Surface,Distance from Origin,1,7,
304.883,um,Surface,Distance from Origin,1,8,
267.312,um,Surface,Distance from Origin,1,9,
263.297,um,Surface,Distance from Origin,1,10,
324.983,um,Surface,Distance from Origin,1,11,
257.056,um,Surface,Distance from Origin,1,12,
220.455,um,Surface,Distance from Origin,1,13,
275.855,um,Surface,Distance from Origin,1,14,
203.703,um,Surface,Distance from Origin,1,15,
211.287,um,Surface,Distance from Origin,1,16,
137.666,um,Surface,Distance from Origin,1,17,
128.635,um,Surface,Distance from Origin,1,18,
90.1736,um,Surface,Distance from Origin,1,19,
123.587,um,Surface,Distance from Origin,1,20,
67.8663,um,Surface,Distance from Origin,1,21,
