
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.348945,,Surface,1,0,
0.405232,,Surface,1,1,
0.452601,,Surface,1,2,
0.433207,,Surface,1,3,
0.396973,,Surface,1,4,
0.41287,,Surface,1,5,
0.542946,,Surface,1,6,
0.393143,,Surface,1,7,
0.283052,,Surface,1,8,
0.675529,,Surface,1,9,
0.424561,,Surface,1,10,
0.403018,,Surface,1,11,
0.470263,,Surface,1,12,
0.37044,,Surface,1,13,
0.350152,,Surface,1,14,
0.426301,,Surface,1,15,
0.401609,,Surface,1,16,
0.669024,,Surface,1,17,
0.312847,,Surface,1,18,
0.607583,,Surface,1,19,
0.309331,,Surface,1,20,
0.35467,,Surface,1,21,
