
Intensity StdDev Ch=2 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
579.953,,Surface,2,Image 1,1,0,
982.72,,Surface,2,Image 1,1,1,
623.677,,Surface,2,Image 1,1,2,
1037.91,,Surface,2,Image 1,1,3,
618.661,,Surface,2,Image 1,1,4,
2613.94,,Surface,2,Image 1,1,5,
561.278,,Surface,2,Image 1,1,6,
553.471,,Surface,2,Image 1,1,7,
830.615,,Surface,2,Image 1,1,8,
527.058,,Surface,2,Image 1,1,9,
694.221,,Surface,2,Image 1,1,10,
590.677,,Surface,2,Image 1,1,11,
621.277,,Surface,2,Image 1,1,12,
728.598,,Surface,2,Image 1,1,13,
869.756,,Surface,2,Image 1,1,14,
581.96,,Surface,2,Image 1,1,15,
509.652,,Surface,2,Image 1,1,16,
614.155,,Surface,2,Image 1,1,17,
1010.52,,Surface,2,Image 1,1,18,
470.474,,Surface,2,Image 1,1,19,
701.328,,Surface,2,Image 1,1,20,
552.277,,Surface,2,Image 1,1,21,
