
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.781357,,Surface,1,0,
0.227808,,Surface,1,1,
0.66705,,Surface,1,2,
0.749525,,Surface,1,3,
0.804343,,Surface,1,4,
0.346481,,Surface,1,5,
0.613005,,Surface,1,6,
0.662559,,Surface,1,7,
0.632071,,Surface,1,8,
0.420688,,Surface,1,9,
0.520622,,Surface,1,10,
0.573422,,Surface,1,11,
0.610952,,Surface,1,12,
0.506983,,Surface,1,13,
0.803543,,Surface,1,14,
0.815441,,Surface,1,15,
0.700901,,Surface,1,16,
0.507334,,Surface,1,17,
0.553181,,Surface,1,18,
0.535405,,Surface,1,19,
0.457218,,Surface,1,20,
0.392501,,Surface,1,21,
