
Area
 ==================== 
Area,Unit,Category,Time,ID,
5814.77,um^2,Surface,1,0,
3863.4,um^2,Surface,1,1,
1685.24,um^2,Surface,1,2,
7203.53,um^2,Surface,1,3,
5545.08,um^2,Surface,1,4,
5019.78,um^2,Surface,1,5,
2143.78,um^2,Surface,1,6,
3199.81,um^2,Surface,1,7,
16241.1,um^2,Surface,1,8,
782.931,um^2,Surface,1,9,
1275.73,um^2,Surface,1,10,
2490.25,um^2,Surface,1,11,
5998.82,um^2,Surface,1,12,
4252.44,um^2,Surface,1,13,
8299.32,um^2,Surface,1,14,
3203.69,um^2,Surface,1,15,
3190.56,um^2,Surface,1,16,
850.939,um^2,Surface,1,17,
3243.67,um^2,Surface,1,18,
928.295,um^2,Surface,1,19,
11561,um^2,Surface,1,20,
8398,um^2,Surface,1,21,
