
Intensity Sum Ch=2 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
3.63728e+08,,Surface,2,Image 1,1,0,
2.54531e+08,,Surface,2,Image 1,1,1,
9.93592e+07,,Surface,2,Image 1,1,2,
8.62173e+08,,Surface,2,Image 1,1,3,
4.50686e+08,,Surface,2,Image 1,1,4,
5.61212e+08,,Surface,2,Image 1,1,5,
1.51143e+08,,Surface,2,Image 1,1,6,
1.60008e+08,,Surface,2,Image 1,1,7,
1.41623e+09,,Surface,2,Image 1,1,8,
4.86903e+07,,Surface,2,Image 1,1,9,
6.41215e+07,,Surface,2,Image 1,1,10,
1.37389e+08,,Surface,2,Image 1,1,11,
6.60929e+08,,Surface,2,Image 1,1,12,
2.63038e+08,,Surface,2,Image 1,1,13,
6.98793e+08,,Surface,2,Image 1,1,14,
2.05412e+08,,Surface,2,Image 1,1,15,
1.62076e+08,,Surface,2,Image 1,1,16,
5.53274e+07,,Surface,2,Image 1,1,17,
1.52006e+08,,Surface,2,Image 1,1,18,
4.50672e+07,,Surface,2,Image 1,1,19,
8.96618e+08,,Surface,2,Image 1,1,20,
6.16026e+08,,Surface,2,Image 1,1,21,
