
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
2909,,Surface,4,Image 1,1,0,
2936,,Surface,4,Image 1,1,1,
3185,,Surface,4,Image 1,1,2,
2306,,Surface,4,Image 1,1,3,
2741,,Surface,4,Image 1,1,4,
2034,,Surface,4,Image 1,1,5,
3039,,Surface,4,Image 1,1,6,
3525,,Surface,4,Image 1,1,7,
1875,,Surface,4,Image 1,1,8,
4129,,Surface,4,Image 1,1,9,
3687,,Surface,4,Image 1,1,10,
3890,,Surface,4,Image 1,1,11,
2457,,Surface,4,Image 1,1,12,
2341,,Surface,4,Image 1,1,13,
2851,,Surface,4,Image 1,1,14,
2574,,Surface,4,Image 1,1,15,
2611,,Surface,4,Image 1,1,16,
3519,,Surface,4,Image 1,1,17,
2985,,Surface,4,Image 1,1,18,
3546,,Surface,4,Image 1,1,19,
3195,,Surface,4,Image 1,1,20,
3224,,Surface,4,Image 1,1,21,
