
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.136556,,Surface,1,0,
0.460121,,Surface,1,1,
0.131044,,Surface,1,2,
0.136053,,Surface,1,3,
0.0820249,,Surface,1,4,
0.333836,,Surface,1,5,
0.25449,,Surface,1,6,
0.218947,,Surface,1,7,
0.0711307,,Surface,1,8,
0.373198,,Surface,1,9,
0.202066,,Surface,1,10,
0.0679501,,Surface,1,11,
0.206959,,Surface,1,12,
0.237083,,Surface,1,13,
0.116581,,Surface,1,14,
0.0906771,,Surface,1,15,
0.188555,,Surface,1,16,
0.350554,,Surface,1,17,
0.0588744,,Surface,1,18,
0.310132,,Surface,1,19,
0.216489,,Surface,1,20,
0.259457,,Surface,1,21,
