
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
435.237,um,Surface,Distance from Origin,1,0,
392.195,um,Surface,Distance from Origin,1,1,
370.982,um,Surface,Distance from Origin,1,2,
380.952,um,Surface,Distance from Origin,1,3,
364.021,um,Surface,Distance from Origin,1,4,
333.215,um,Surface,Distance from Origin,1,5,
316.826,um,Surface,Distance from Origin,1,6,
265.031,um,Surface,Distance from Origin,1,7,
297.245,um,Surface,Distance from Origin,1,8,
271.102,um,Surface,Distance from Origin,1,9,
214.468,um,Surface,Distance from Origin,1,10,
294.584,um,Surface,Distance from Origin,1,11,
233.22,um,Surface,Distance from Origin,1,12,
206.953,um,Surface,Distance from Origin,1,13,
221.282,um,Surface,Distance from Origin,1,14,
215.945,um,Surface,Distance from Origin,1,15,
228.658,um,Surface,Distance from Origin,1,16,
162.195,um,Surface,Distance from Origin,1,17,
105.025,um,Surface,Distance from Origin,1,18,
63.4529,um,Surface,Distance from Origin,1,19,
82.1825,um,Surface,Distance from Origin,1,20,
