
Intensity Mean Ch=3 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
3373.96,,Surface,3,Image 1,1,0,
2354.86,,Surface,3,Image 1,1,1,
3333.33,,Surface,3,Image 1,1,2,
2721.11,,Surface,3,Image 1,1,3,
2953.39,,Surface,3,Image 1,1,4,
1887.54,,Surface,3,Image 1,1,5,
3573.59,,Surface,3,Image 1,1,6,
2278.51,,Surface,3,Image 1,1,7,
2558.93,,Surface,3,Image 1,1,8,
3025.21,,Surface,3,Image 1,1,9,
1993.48,,Surface,3,Image 1,1,10,
2387.21,,Surface,3,Image 1,1,11,
2532.22,,Surface,3,Image 1,1,12,
1966.27,,Surface,3,Image 1,1,13,
2201.69,,Surface,3,Image 1,1,14,
2583.35,,Surface,3,Image 1,1,15,
3136.19,,Surface,3,Image 1,1,16,
2400.05,,Surface,3,Image 1,1,17,
3330,,Surface,3,Image 1,1,18,
2610.08,,Surface,3,Image 1,1,19,
4367.57,,Surface,3,Image 1,1,20,
