
Intensity StdDev Ch=1 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
4204.84,,Surface,1,Image 1,1,0,
1337.76,,Surface,1,Image 1,1,1,
1360.1,,Surface,1,Image 1,1,2,
2162.88,,Surface,1,Image 1,1,3,
1781.41,,Surface,1,Image 1,1,4,
1364.64,,Surface,1,Image 1,1,5,
3768.06,,Surface,1,Image 1,1,6,
1354.14,,Surface,1,Image 1,1,7,
2469.9,,Surface,1,Image 1,1,8,
1469.33,,Surface,1,Image 1,1,9,
997.219,,Surface,1,Image 1,1,10,
1643.21,,Surface,1,Image 1,1,11,
999.246,,Surface,1,Image 1,1,12,
1025.17,,Surface,1,Image 1,1,13,
1161.85,,Surface,1,Image 1,1,14,
2813.37,,Surface,1,Image 1,1,15,
2460.06,,Surface,1,Image 1,1,16,
1437.66,,Surface,1,Image 1,1,17,
2655.76,,Surface,1,Image 1,1,18,
2631.09,,Surface,1,Image 1,1,19,
3174.1,,Surface,1,Image 1,1,20,
