
Intensity Sum Ch=2 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
6.19159e+08,,Surface,2,Image 1,1,0,
4.82394e+07,,Surface,2,Image 1,1,1,
5.96052e+07,,Surface,2,Image 1,1,2,
1.46064e+08,,Surface,2,Image 1,1,3,
6.29693e+07,,Surface,2,Image 1,1,4,
3.65307e+07,,Surface,2,Image 1,1,5,
8.46074e+08,,Surface,2,Image 1,1,6,
4.41417e+07,,Surface,2,Image 1,1,7,
2.03299e+08,,Surface,2,Image 1,1,8,
1.88695e+08,,Surface,2,Image 1,1,9,
3.8199e+07,,Surface,2,Image 1,1,10,
7.32875e+07,,Surface,2,Image 1,1,11,
7.8182e+07,,Surface,2,Image 1,1,12,
7.49207e+07,,Surface,2,Image 1,1,13,
3.75087e+07,,Surface,2,Image 1,1,14,
2.01604e+08,,Surface,2,Image 1,1,15,
2.11145e+08,,Surface,2,Image 1,1,16,
1.11584e+08,,Surface,2,Image 1,1,17,
4.63925e+08,,Surface,2,Image 1,1,18,
1.82508e+08,,Surface,2,Image 1,1,19,
2.12317e+08,,Surface,2,Image 1,1,20,
