
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
279.469,331.055,41.6086,um,Surface,Position,1,0,
328.838,210.459,37.2773,um,Surface,Position,1,1,
209.968,302.06,47.9665,um,Surface,Position,1,2,
153.438,345.495,47.0547,um,Surface,Position,1,3,
348.776,93.774,45.5314,um,Surface,Position,1,4,
117.335,308.947,42.622,um,Surface,Position,1,5,
258.042,179.697,38.7587,um,Surface,Position,1,6,
199.78,167.95,46.0688,um,Surface,Position,1,7,
274.891,104.359,43.571,um,Surface,Position,1,8,
260.797,63.3867,38.2584,um,Surface,Position,1,9,
158.595,138.518,40.7004,um,Surface,Position,1,10,
29.5385,288.201,53.3604,um,Surface,Position,1,11,
71.4651,218.342,40.137,um,Surface,Position,1,12,
107.667,171.925,40.9766,um,Surface,Position,1,13,
47.8591,211.249,45.2633,um,Surface,Position,1,14,
191.255,89.1787,45.8368,um,Surface,Position,1,15,
224.634,16.9347,39.2131,um,Surface,Position,1,16,
56.8474,146.146,41.4338,um,Surface,Position,1,17,
95.1704,20.7243,39.2859,um,Surface,Position,1,18,
45.5941,7.38647,43.5073,um,Surface,Position,1,19,
21.1844,68.9841,39.3241,um,Surface,Position,1,20,
