
Intensity Sum Ch=5 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.70503e+09,,Surface,5,Image 1,1,0,
1.94082e+07,,Surface,5,Image 1,1,1,
7.44524e+07,,Surface,5,Image 1,1,2,
1.48501e+08,,Surface,5,Image 1,1,3,
8.752e+07,,Surface,5,Image 1,1,4,
9.5732e+06,,Surface,5,Image 1,1,5,
1.72535e+09,,Surface,5,Image 1,1,6,
2.379e+07,,Surface,5,Image 1,1,7,
2.86444e+08,,Surface,5,Image 1,1,8,
1.24791e+08,,Surface,5,Image 1,1,9,
1.04414e+07,,Surface,5,Image 1,1,10,
5.6852e+07,,Surface,5,Image 1,1,11,
3.93156e+07,,Surface,5,Image 1,1,12,
1.51852e+07,,Surface,5,Image 1,1,13,
1.67686e+07,,Surface,5,Image 1,1,14,
2.59008e+08,,Surface,5,Image 1,1,15,
3.47845e+08,,Surface,5,Image 1,1,16,
5.72666e+07,,Surface,5,Image 1,1,17,
6.88975e+08,,Surface,5,Image 1,1,18,
2.5238e+08,,Surface,5,Image 1,1,19,
4.75332e+08,,Surface,5,Image 1,1,20,
