
Intensity Median Ch=5 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
1328.04,,Surface,5,Image 1,1,0,
5.77588,,Surface,5,Image 1,1,1,
38.26,,Surface,5,Image 1,1,2,
11.04,,Surface,5,Image 1,1,3,
10.528,,Surface,5,Image 1,1,4,
0,,Surface,5,Image 1,1,5,
266.805,,Surface,5,Image 1,1,6,
0,,Surface,5,Image 1,1,7,
16.528,,Surface,5,Image 1,1,8,
5.038,,Surface,5,Image 1,1,9,
3.82,,Surface,5,Image 1,1,10,
9.792,,Surface,5,Image 1,1,11,
3.768,,Surface,5,Image 1,1,12,
3.776,,Surface,5,Image 1,1,13,
7.896,,Surface,5,Image 1,1,14,
10.672,,Surface,5,Image 1,1,15,
420.608,,Surface,5,Image 1,1,16,
5.264,,Surface,5,Image 1,1,17,
11.808,,Surface,5,Image 1,1,18,
13.136,,Surface,5,Image 1,1,19,
1001.43,,Surface,5,Image 1,1,20,
