
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.485426,,Surface,1,0,
0.90794,,Surface,1,1,
0.340279,,Surface,1,2,
0.361773,,Surface,1,3,
0.282405,,Surface,1,4,
0.178341,,Surface,1,5,
0.472983,,Surface,1,6,
0.563584,,Surface,1,7,
0.533174,,Surface,1,8,
0.7213,,Surface,1,9,
0.556409,,Surface,1,10,
0.339168,,Surface,1,11,
0.328069,,Surface,1,12,
0.436069,,Surface,1,13,
0.764876,,Surface,1,14,
0.63528,,Surface,1,15,
0.64441,,Surface,1,16,
0.636888,,Surface,1,17,
0.713888,,Surface,1,18,
0.357563,,Surface,1,19,
0.655188,,Surface,1,20,
