
Intensity Mean Ch=2 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
951.062,,Surface,2,Image 1,1,0,
1069.09,,Surface,2,Image 1,1,1,
801.393,,Surface,2,Image 1,1,2,
887.943,,Surface,2,Image 1,1,3,
721.331,,Surface,2,Image 1,1,4,
958.107,,Surface,2,Image 1,1,5,
1018.66,,Surface,2,Image 1,1,6,
843.897,,Surface,2,Image 1,1,7,
815.177,,Surface,2,Image 1,1,8,
886.156,,Surface,2,Image 1,1,9,
955.621,,Surface,2,Image 1,1,10,
803.75,,Surface,2,Image 1,1,11,
1078.45,,Surface,2,Image 1,1,12,
1142.38,,Surface,2,Image 1,1,13,
896.438,,Surface,2,Image 1,1,14,
831.975,,Surface,2,Image 1,1,15,
889.157,,Surface,2,Image 1,1,16,
1008.44,,Surface,2,Image 1,1,17,
922.871,,Surface,2,Image 1,1,18,
870.304,,Surface,2,Image 1,1,19,
878.443,,Surface,2,Image 1,1,20,
